intern_id,course,rating
INT_1252,Cloud Computing (AWS),8.5
INT_1252,Docker & Kubernetes,8.5
INT_1253,Python Fundamentals,8.5
INT_1253,SQL & Databases,8.5
INT_1253,System Design,8.5
INT_1253,NLP & Text Analytics,5.9
INT_1253,MLOps Pipelines,5.9
INT_1253,Git & Version Control,5.9
INT_1253,APIs & Microservices,5.9
INT_1253,Reinforcement Learning,5.9
INT_1254,SQL & Databases,6.2
INT_1254,Cloud Computing (AWS),6.2
INT_1254,Docker & Kubernetes,8.5
INT_1254,Cybersecurity Essentials,8.5
INT_1254,System Design,6.2
INT_1254,MLOps Pipelines,8.5
INT_1254,Git & Version Control,6.2
INT_1254,APIs & Microservices,6.2
INT_1255,Python Fundamentals,7.0
INT_1255,SQL & Databases,7.0
INT_1255,Data Visualization,8.5
INT_1255,Statistics & Probability,8.5
INT_1255,MLOps Pipelines,7.0
INT_1255,A/B Testing & Experimentation,8.5
INT_1255,Business Intelligence & BI Tools,7.0
INT_1256,SQL & Databases,8.5
INT_1256,Statistics & Probability,8.5
INT_1256,A/B Testing & Experimentation,8.5
INT_1257,Python Fundamentals,8.5
INT_1257,Data Visualization,7.6
INT_1257,Docker & Kubernetes,8.5
INT_1257,Frontend Basics (React),8.5
INT_1257,Git & Version Control,7.6
INT_1257,APIs & Microservices,7.6
INT_1258,Cloud Computing (AWS),5.4
INT_1258,Docker & Kubernetes,5.4
INT_1258,Cybersecurity Essentials,5.4
INT_1258,System Design,8.5
INT_1258,Data Wrangling & Pandas,8.5
INT_1258,Git & Version Control,8.5
INT_1258,Time Series Analysis,5.4
INT_1259,Python Fundamentals,8.8
INT_1259,Data Visualization,8.5
INT_1259,Cybersecurity Essentials,8.8
INT_1259,Frontend Basics (React),8.8
INT_1259,NLP & Text Analytics,8.8
INT_1259,A/B Testing & Experimentation,8.8
INT_1259,Git & Version Control,8.5
INT_1259,APIs & Microservices,8.5
INT_1260,Python Fundamentals,8.5
INT_1260,SQL & Databases,8.5
INT_1260,System Design,8.5
INT_1261,Statistics & Probability,8.5
INT_1261,Data Wrangling & Pandas,8.5
INT_1261,Git & Version Control,8.5
INT_1262,SQL & Databases,8.5
INT_1262,Cloud Computing (AWS),8.5
INT_1262,Docker & Kubernetes,5.6
INT_1262,NLP & Text Analytics,5.6
INT_1262,A/B Testing & Experimentation,8.5
INT_1263,Python Fundamentals,8.5
INT_1263,Cloud Computing (AWS),6.0
INT_1263,Git & Version Control,8.5
INT_1263,APIs & Microservices,8.5
INT_1264,Python Fundamentals,6.1
INT_1264,SQL & Databases,6.1
INT_1264,Cloud Computing (AWS),8.5
INT_1264,Docker & Kubernetes,6.1
INT_1264,System Design,6.1
INT_1264,MLOps Pipelines,6.1
INT_1264,Data Wrangling & Pandas,6.1
INT_1264,Git & Version Control,8.5
INT_1264,APIs & Microservices,8.5
INT_1264,Business Intelligence & BI Tools,6.1
INT_1265,SQL & Databases,8.5
INT_1265,Data Visualization,6.4
INT_1265,Cloud Computing (AWS),6.4
INT_1265,System Design,8.5
INT_1265,Statistics & Probability,6.4
INT_1265,A/B Testing & Experimentation,6.4
INT_1265,Business Intelligence & BI Tools,8.5
INT_1266,Python Fundamentals,8.5
INT_1266,SQL & Databases,8.5
INT_1266,Data Visualization,5.5
INT_1266,Cloud Computing (AWS),5.5
INT_1266,Docker & Kubernetes,5.5
INT_1266,System Design,8.5
INT_1266,Frontend Basics (React),5.5
INT_1266,MLOps Pipelines,5.5
INT_1266,Git & Version Control,5.5
INT_1266,APIs & Microservices,5.5
INT_1267,Machine Learning Basics,8.5
INT_1267,Deep Learning,8.5
INT_1267,Data Visualization,6.6
INT_1267,Statistics & Probability,6.6
INT_1267,A/B Testing & Experimentation,8.5
INT_1267,Data Wrangling & Pandas,6.6
INT_1267,Time Series Analysis,6.6
INT_1267,Reinforcement Learning,6.6
INT_1268,Data Visualization,8.5
INT_1268,Data Wrangling & Pandas,8.5
INT_1268,Git & Version Control,8.5
INT_1269,SQL & Databases,7.4
INT_1269,Machine Learning Basics,8.5
INT_1269,Deep Learning,8.5
INT_1269,Data Visualization,8.5
INT_1269,Statistics & Probability,7.4
INT_1270,Python Fundamentals,5.7
INT_1270,SQL & Databases,5.7
INT_1270,Cloud Computing (AWS),5.7
INT_1270,Docker & Kubernetes,5.7
INT_1270,System Design,5.7
INT_1270,Frontend Basics (React),8.5
INT_1270,NLP & Text Analytics,8.5
INT_1270,A/B Testing & Experimentation,5.7
INT_1270,Data Wrangling & Pandas,5.7
INT_1270,Git & Version Control,5.7
INT_1270,APIs & Microservices,8.5
INT_1271,Python Fundamentals,6.9
INT_1271,SQL & Databases,8.5
INT_1271,Statistics & Probability,6.9
INT_1271,MLOps Pipelines,8.5
INT_1271,Data Wrangling & Pandas,6.9
INT_1271,Business Intelligence & BI Tools,8.5
INT_1272,Python Fundamentals,8.5
INT_1272,SQL & Databases,8.5
INT_1272,Deep Learning,5.5
INT_1272,Cloud Computing (AWS),8.5
INT_1272,Docker & Kubernetes,5.5
INT_1272,Cybersecurity Essentials,5.5
INT_1272,System Design,5.5
INT_1272,Git & Version Control,5.5
INT_1272,APIs & Microservices,5.5
INT_1273,Python Fundamentals,6.6
INT_1273,SQL & Databases,8.5
INT_1273,Cloud Computing (AWS),6.6
INT_1273,Docker & Kubernetes,6.6
INT_1273,System Design,8.5
INT_1273,Data Wrangling & Pandas,6.6
INT_1273,Git & Version Control,6.6
INT_1273,APIs & Microservices,8.5
INT_1274,Deep Learning,8.5
INT_1274,Statistics & Probability,5.7
INT_1274,MLOps Pipelines,8.5
INT_1274,A/B Testing & Experimentation,8.5
INT_1275,Python Fundamentals,8.5
INT_1275,SQL & Databases,8.5
INT_1275,Frontend Basics (React),8.5
INT_1276,Python Fundamentals,8.5
INT_1276,SQL & Databases,8.5
INT_1276,Data Visualization,8.5
INT_1277,SQL & Databases,8.5
INT_1277,Cloud Computing (AWS),6.0
INT_1277,Docker & Kubernetes,6.0
INT_1277,Statistics & Probability,8.5
INT_1277,NLP & Text Analytics,6.0
INT_1277,MLOps Pipelines,6.0
INT_1277,Git & Version Control,6.0
INT_1277,Time Series Analysis,8.5
INT_1277,Reinforcement Learning,6.0
INT_1277,Business Intelligence & BI Tools,6.0
INT_1278,Python Fundamentals,8.5
INT_1278,System Design,6.9
INT_1278,Git & Version Control,8.5
INT_1278,APIs & Microservices,8.5
INT_1279,Python Fundamentals,5.3
INT_1279,SQL & Databases,5.3
INT_1279,Cloud Computing (AWS),5.3
INT_1279,Cybersecurity Essentials,8.5
INT_1279,System Design,8.5
INT_1279,MLOps Pipelines,5.3
INT_1279,A/B Testing & Experimentation,5.3
INT_1279,Git & Version Control,8.5
INT_1279,APIs & Microservices,5.3
INT_1280,Python Fundamentals,4.9
INT_1280,SQL & Databases,4.9
INT_1280,Cloud Computing (AWS),4.9
INT_1280,Docker & Kubernetes,4.9
INT_1280,Cybersecurity Essentials,8.5
INT_1280,System Design,4.9
INT_1280,Data Wrangling & Pandas,4.9
INT_1280,Git & Version Control,8.5
INT_1280,APIs & Microservices,8.5
INT_1281,Deep Learning,8.5
INT_1281,Cloud Computing (AWS),6.5
INT_1281,NLP & Text Analytics,8.5
INT_1281,Reinforcement Learning,8.5
INT_1282,Python Fundamentals,8.5
INT_1282,SQL & Databases,6.3
INT_1282,Cloud Computing (AWS),8.5
INT_1282,Docker & Kubernetes,6.3
INT_1282,Cybersecurity Essentials,6.3
INT_1282,System Design,6.3
INT_1282,Git & Version Control,6.3
INT_1282,APIs & Microservices,8.5
INT_1282,Time Series Analysis,6.3
INT_1283,Python Fundamentals,4.9
INT_1283,SQL & Databases,4.9
INT_1283,Machine Learning Basics,4.9
INT_1283,Cloud Computing (AWS),4.9
INT_1283,Docker & Kubernetes,4.9
INT_1283,System Design,8.5
INT_1283,Frontend Basics (React),4.9
INT_1283,Data Wrangling & Pandas,4.9
INT_1283,Git & Version Control,4.9
INT_1283,APIs & Microservices,8.5
INT_1283,Business Intelligence & BI Tools,8.5
INT_1284,Python Fundamentals,5.7
INT_1284,SQL & Databases,8.5
INT_1284,Cloud Computing (AWS),8.5
INT_1284,Docker & Kubernetes,5.7
INT_1284,System Design,8.5
INT_1284,Statistics & Probability,5.7
INT_1284,MLOps Pipelines,5.7
INT_1284,Data Wrangling & Pandas,5.7
INT_1284,APIs & Microservices,5.7
INT_1284,Time Series Analysis,5.7
INT_1284,Business Intelligence & BI Tools,5.7
INT_1285,Python Fundamentals,7.0
INT_1285,SQL & Databases,8.5
INT_1285,Machine Learning Basics,7.0
INT_1285,Cloud Computing (AWS),7.0
INT_1285,Frontend Basics (React),7.0
INT_1285,Statistics & Probability,7.0
INT_1285,MLOps Pipelines,7.0
INT_1285,A/B Testing & Experimentation,7.0
INT_1285,Data Wrangling & Pandas,8.5
INT_1285,Git & Version Control,8.5
INT_1286,SQL & Databases,5.7
INT_1286,Machine Learning Basics,5.7
INT_1286,Deep Learning,5.7
INT_1286,Data Visualization,5.7
INT_1286,Statistics & Probability,5.7
INT_1286,NLP & Text Analytics,5.7
INT_1286,A/B Testing & Experimentation,5.7
INT_1286,Data Wrangling & Pandas,8.5
INT_1286,Git & Version Control,5.7
INT_1286,Time Series Analysis,8.5
INT_1286,Business Intelligence & BI Tools,8.5
INT_1287,Python Fundamentals,8.5
INT_1287,SQL & Databases,6.2
INT_1287,Cloud Computing (AWS),6.2
INT_1287,Docker & Kubernetes,6.2
INT_1287,Cybersecurity Essentials,8.5
INT_1287,System Design,8.5
INT_1287,Git & Version Control,6.2
INT_1287,APIs & Microservices,6.2
INT_1287,Time Series Analysis,6.2
INT_1288,Python Fundamentals,8.5
INT_1288,SQL & Databases,8.5
INT_1288,Deep Learning,8.5
INT_1288,Cloud Computing (AWS),6.9
INT_1288,Docker & Kubernetes,6.9
INT_1288,Cybersecurity Essentials,6.9
INT_1288,System Design,6.9
INT_1288,MLOps Pipelines,6.9
INT_1288,Git & Version Control,6.9
INT_1288,APIs & Microservices,6.9
INT_1288,Business Intelligence & BI Tools,6.9
INT_1289,SQL & Databases,7.1
INT_1289,Machine Learning Basics,7.1
INT_1289,Cloud Computing (AWS),7.1
INT_1289,Docker & Kubernetes,8.5
INT_1289,Cybersecurity Essentials,8.5
INT_1289,MLOps Pipelines,7.1
INT_1289,Git & Version Control,8.5
INT_1290,Python Fundamentals,5.0
INT_1290,SQL & Databases,8.5
INT_1290,Cloud Computing (AWS),8.5
INT_1290,Docker & Kubernetes,5.0
INT_1290,Cybersecurity Essentials,5.0
INT_1290,System Design,5.0
INT_1290,Statistics & Probability,5.0
INT_1290,Git & Version Control,8.5
INT_1290,APIs & Microservices,5.0
INT_1290,Time Series Analysis,5.0
INT_1291,Python Fundamentals,8.5
INT_1291,Deep Learning,4.6
INT_1291,Data Visualization,8.5
INT_1291,Git & Version Control,4.6
INT_1291,APIs & Microservices,8.5
INT_1292,Python Fundamentals,8.5
INT_1292,Docker & Kubernetes,5.7
INT_1292,System Design,8.5
INT_1292,Frontend Basics (React),5.7
INT_1292,APIs & Microservices,8.5
INT_1293,Python Fundamentals,8.5
INT_1293,Git & Version Control,8.5
INT_1293,APIs & Microservices,8.5
INT_1294,Machine Learning Basics,6.5
INT_1294,Cloud Computing (AWS),8.5
INT_1294,Docker & Kubernetes,8.5
INT_1294,Cybersecurity Essentials,8.5
INT_1295,Python Fundamentals,8.5
INT_1295,SQL & Databases,8.5
INT_1295,Data Visualization,6.5
INT_1295,Frontend Basics (React),6.5
INT_1295,NLP & Text Analytics,6.5
INT_1295,Git & Version Control,6.5
INT_1295,APIs & Microservices,8.5
INT_1295,Time Series Analysis,6.5
INT_1295,Reinforcement Learning,6.5
INT_1296,Python Fundamentals,8.5
INT_1296,SQL & Databases,5.6
INT_1296,Cloud Computing (AWS),5.6
INT_1296,Docker & Kubernetes,5.6
INT_1296,System Design,5.6
INT_1296,Frontend Basics (React),5.6
INT_1296,MLOps Pipelines,5.6
INT_1296,Data Wrangling & Pandas,5.6
INT_1296,Git & Version Control,5.6
INT_1296,APIs & Microservices,8.5
INT_1296,Time Series Analysis,8.5
INT_1297,Python Fundamentals,8.5
INT_1297,SQL & Databases,6.4
INT_1297,Cloud Computing (AWS),6.4
INT_1297,Docker & Kubernetes,6.4
INT_1297,Cybersecurity Essentials,6.4
INT_1297,System Design,6.4
INT_1297,Frontend Basics (React),8.5
INT_1297,Data Wrangling & Pandas,6.4
INT_1297,Git & Version Control,6.4
INT_1297,APIs & Microservices,8.5
INT_1297,Time Series Analysis,6.4
INT_1298,Python Fundamentals,8.5
INT_1298,SQL & Databases,6.4
INT_1298,Deep Learning,8.5
INT_1298,Cloud Computing (AWS),8.5
INT_1298,Docker & Kubernetes,6.4
INT_1298,Cybersecurity Essentials,6.4
INT_1298,System Design,6.4
INT_1298,MLOps Pipelines,6.4
INT_1298,Git & Version Control,6.4
INT_1298,APIs & Microservices,6.4
INT_1299,Python Fundamentals,8.5
INT_1299,SQL & Databases,8.5
INT_1299,Data Visualization,5.5
INT_1299,Cloud Computing (AWS),8.5
INT_1299,Docker & Kubernetes,5.5
INT_1299,MLOps Pipelines,5.5
INT_1299,Git & Version Control,5.5
INT_1299,APIs & Microservices,5.5
INT_1300,Machine Learning Basics,8.5
INT_1300,Deep Learning,8.5
INT_1300,Data Visualization,8.5
INT_1301,SQL & Databases,6.1
INT_1301,Deep Learning,6.1
INT_1301,Cloud Computing (AWS),8.5
INT_1301,Docker & Kubernetes,6.1
INT_1301,Statistics & Probability,6.1
INT_1301,MLOps Pipelines,8.5
INT_1301,Data Wrangling & Pandas,6.1
INT_1301,Reinforcement Learning,8.5
INT_1302,Python Fundamentals,5.9
INT_1302,SQL & Databases,5.9
INT_1302,Data Visualization,5.9
INT_1302,Cloud Computing (AWS),8.5
INT_1302,Docker & Kubernetes,5.9
INT_1302,Cybersecurity Essentials,5.9
INT_1302,System Design,5.9
INT_1302,Git & Version Control,5.9
INT_1302,APIs & Microservices,8.5
INT_1302,Business Intelligence & BI Tools,8.5
INT_1303,Python Fundamentals,8.5
INT_1303,SQL & Databases,5.7
INT_1303,Data Visualization,5.7
INT_1303,Frontend Basics (React),8.5
INT_1303,Statistics & Probability,5.7
INT_1303,A/B Testing & Experimentation,5.7
INT_1303,Data Wrangling & Pandas,5.7
INT_1303,Git & Version Control,5.7
INT_1303,APIs & Microservices,8.5
INT_1303,Reinforcement Learning,5.7
INT_1303,Business Intelligence & BI Tools,5.7
INT_1304,SQL & Databases,8.5
INT_1304,Cloud Computing (AWS),6.7
INT_1304,Docker & Kubernetes,6.7
INT_1304,Data Wrangling & Pandas,8.5
INT_1304,Git & Version Control,8.5
INT_1304,Time Series Analysis,6.7
INT_1305,SQL & Databases,8.5
INT_1305,Docker & Kubernetes,8.5
INT_1305,System Design,8.5
INT_1305,MLOps Pipelines,5.2
INT_1305,Git & Version Control,5.2
INT_1305,APIs & Microservices,5.2
INT_1306,Python Fundamentals,8.5
INT_1306,System Design,8.5
INT_1306,Git & Version Control,8.5
INT_1307,SQL & Databases,8.5
INT_1307,Cybersecurity Essentials,8.5
INT_1307,MLOps Pipelines,8.5
INT_1307,Reinforcement Learning,5.4
INT_1308,Machine Learning Basics,7.1
INT_1308,Deep Learning,8.5
INT_1308,Data Visualization,8.5
INT_1308,Data Wrangling & Pandas,8.5
INT_1309,Python Fundamentals,6.8
INT_1309,Data Visualization,6.8
INT_1309,Cloud Computing (AWS),6.8
INT_1309,Frontend Basics (React),6.8
INT_1309,Statistics & Probability,8.5
INT_1309,NLP & Text Analytics,6.8
INT_1309,MLOps Pipelines,6.8
INT_1309,A/B Testing & Experimentation,8.5
INT_1309,Git & Version Control,8.5
INT_1309,APIs & Microservices,6.8
INT_1309,Time Series Analysis,6.8
INT_1310,Python Fundamentals,6.5
INT_1310,SQL & Databases,8.5
INT_1310,Data Visualization,6.5
INT_1310,System Design,8.5
INT_1310,Frontend Basics (React),6.5
INT_1310,Data Wrangling & Pandas,8.5
INT_1310,Git & Version Control,6.5
INT_1310,APIs & Microservices,6.5
INT_1311,Python Fundamentals,8.5
INT_1311,Docker & Kubernetes,6.3
INT_1311,System Design,8.5
INT_1311,Data Wrangling & Pandas,6.3
INT_1311,Git & Version Control,8.5
INT_1312,Python Fundamentals,5.8
INT_1312,Data Visualization,8.5
INT_1312,Frontend Basics (React),5.8
INT_1312,Git & Version Control,8.5
INT_1312,APIs & Microservices,8.5
INT_1313,Cloud Computing (AWS),6.5
INT_1313,Docker & Kubernetes,8.5
INT_1313,Cybersecurity Essentials,8.5
INT_1313,MLOps Pipelines,8.5
INT_1314,Python Fundamentals,8.5
INT_1314,SQL & Databases,6.1
INT_1314,Machine Learning Basics,6.1
INT_1314,Data Visualization,6.1
INT_1314,System Design,8.5
INT_1314,Statistics & Probability,6.1
INT_1314,NLP & Text Analytics,6.1
INT_1314,Data Wrangling & Pandas,8.5
INT_1314,Git & Version Control,6.1
INT_1315,Python Fundamentals,8.5
INT_1315,Git & Version Control,8.5
INT_1315,APIs & Microservices,8.5
INT_1316,Python Fundamentals,5.5
INT_1316,SQL & Databases,5.5
INT_1316,Data Visualization,8.5
INT_1316,Cloud Computing (AWS),5.5
INT_1316,Statistics & Probability,8.5
INT_1316,A/B Testing & Experimentation,8.5
INT_1316,Business Intelligence & BI Tools,5.5
INT_1317,Python Fundamentals,8.5
INT_1317,Git & Version Control,8.5
INT_1317,APIs & Microservices,8.5
INT_1317,Business Intelligence & BI Tools,5.9
INT_1318,SQL & Databases,8.5
INT_1318,Cloud Computing (AWS),8.5
INT_1318,Docker & Kubernetes,8.5
INT_1319,Python Fundamentals,6.0
INT_1319,Deep Learning,6.0
INT_1319,Data Visualization,8.5
INT_1319,Frontend Basics (React),6.0
INT_1319,Statistics & Probability,6.0
INT_1319,A/B Testing & Experimentation,6.0
INT_1319,Data Wrangling & Pandas,6.0
INT_1319,Git & Version Control,8.5
INT_1319,APIs & Microservices,8.5
INT_1320,Python Fundamentals,5.7
INT_1320,Machine Learning Basics,8.5
INT_1320,Data Visualization,5.7
INT_1320,Cloud Computing (AWS),5.7
INT_1320,Frontend Basics (React),8.5
INT_1320,Git & Version Control,8.5
INT_1320,APIs & Microservices,5.7
INT_1320,Business Intelligence & BI Tools,5.7
INT_1321,Python Fundamentals,6.3
INT_1321,SQL & Databases,8.5
INT_1321,Data Visualization,6.3
INT_1321,Cybersecurity Essentials,6.3
INT_1321,System Design,8.5
INT_1321,Frontend Basics (React),6.3
INT_1321,NLP & Text Analytics,6.3
INT_1321,Git & Version Control,8.5
INT_1321,APIs & Microservices,6.3
INT_1321,Business Intelligence & BI Tools,6.3
INT_1322,Python Fundamentals,8.5
INT_1322,Data Visualization,6.6
INT_1322,Cybersecurity Essentials,6.6
INT_1322,Frontend Basics (React),6.6
INT_1322,Data Wrangling & Pandas,8.5
INT_1322,Git & Version Control,8.5
INT_1322,APIs & Microservices,6.6
INT_1323,SQL & Databases,4.7
INT_1323,Cloud Computing (AWS),8.5
INT_1323,Docker & Kubernetes,8.5
INT_1323,Time Series Analysis,8.5
INT_1323,Business Intelligence & BI Tools,4.7
INT_1324,Python Fundamentals,8.5
INT_1324,SQL & Databases,8.5
INT_1324,Deep Learning,6.7
INT_1324,Cloud Computing (AWS),6.7
INT_1324,Docker & Kubernetes,8.5
INT_1324,Cybersecurity Essentials,6.7
INT_1324,System Design,6.7
INT_1324,MLOps Pipelines,6.7
INT_1324,Data Wrangling & Pandas,6.7
INT_1324,Git & Version Control,6.7
INT_1324,APIs & Microservices,6.7
INT_1325,Python Fundamentals,4.9
INT_1325,SQL & Databases,8.5
INT_1325,Data Visualization,4.9
INT_1325,Cloud Computing (AWS),8.5
INT_1325,Docker & Kubernetes,4.9
INT_1325,Cybersecurity Essentials,4.9
INT_1325,System Design,4.9
INT_1325,NLP & Text Analytics,4.9
INT_1325,MLOps Pipelines,8.5
INT_1325,Git & Version Control,4.9
INT_1325,APIs & Microservices,4.9
INT_1326,SQL & Databases,4.7
INT_1326,Data Visualization,4.7
INT_1326,Docker & Kubernetes,8.5
INT_1326,Cybersecurity Essentials,8.5
INT_1326,Statistics & Probability,4.7
INT_1326,A/B Testing & Experimentation,4.7
INT_1326,Time Series Analysis,8.5
INT_1326,Business Intelligence & BI Tools,4.7
INT_1327,Python Fundamentals,5.7
INT_1327,SQL & Databases,5.7
INT_1327,Data Visualization,5.7
INT_1327,Frontend Basics (React),8.5
INT_1327,Data Wrangling & Pandas,8.5
INT_1327,Git & Version Control,5.7
INT_1327,APIs & Microservices,8.5
INT_1328,Python Fundamentals,8.5
INT_1328,SQL & Databases,5.8
INT_1328,System Design,5.8
INT_1328,Data Wrangling & Pandas,8.5
INT_1328,APIs & Microservices,8.5
INT_1329,Python Fundamentals,6.0
INT_1329,SQL & Databases,6.0
INT_1329,Cloud Computing (AWS),8.5
INT_1329,Docker & Kubernetes,6.0
INT_1329,Statistics & Probability,8.5
INT_1329,MLOps Pipelines,6.0
INT_1329,Data Wrangling & Pandas,6.0
INT_1329,Time Series Analysis,8.5
INT_1329,Business Intelligence & BI Tools,6.0
INT_1330,Python Fundamentals,5.3
INT_1330,SQL & Databases,5.3
INT_1330,Machine Learning Basics,8.5
INT_1330,Cloud Computing (AWS),5.3
INT_1330,Docker & Kubernetes,5.3
INT_1330,Cybersecurity Essentials,8.5
INT_1330,System Design,8.5
INT_1330,Git & Version Control,5.3
INT_1330,APIs & Microservices,5.3
INT_1331,Python Fundamentals,8.5
INT_1331,SQL & Databases,6.1
INT_1331,Cloud Computing (AWS),8.5
INT_1331,Docker & Kubernetes,8.5
INT_1331,Cybersecurity Essentials,6.1
INT_1331,NLP & Text Analytics,6.1
INT_1331,Git & Version Control,6.1
INT_1332,Python Fundamentals,8.5
INT_1332,SQL & Databases,8.5
INT_1332,Git & Version Control,8.5
INT_1333,Python Fundamentals,8.0
INT_1333,SQL & Databases,8.0
INT_1333,Data Visualization,8.5
INT_1333,Docker & Kubernetes,8.0
INT_1333,System Design,8.0
INT_1333,Statistics & Probability,8.0
INT_1333,MLOps Pipelines,8.0
INT_1333,Git & Version Control,8.5
INT_1333,APIs & Microservices,8.5
INT_1334,Python Fundamentals,6.0
INT_1334,SQL & Databases,8.5
INT_1334,Statistics & Probability,8.5
INT_1334,A/B Testing & Experimentation,8.5
INT_1334,Git & Version Control,6.0
INT_1335,Python Fundamentals,8.5
INT_1335,SQL & Databases,7.0
INT_1335,Machine Learning Basics,7.0
INT_1335,System Design,8.5
INT_1335,MLOps Pipelines,7.0
INT_1335,Git & Version Control,7.0
INT_1335,APIs & Microservices,8.5
INT_1336,Python Fundamentals,6.2
INT_1336,SQL & Databases,8.5
INT_1336,Cloud Computing (AWS),6.2
INT_1336,Docker & Kubernetes,8.5
INT_1336,Cybersecurity Essentials,6.2
INT_1336,System Design,6.2
INT_1336,MLOps Pipelines,6.2
INT_1336,Git & Version Control,6.2
INT_1336,APIs & Microservices,8.5
INT_1337,SQL & Databases,8.5
INT_1337,Deep Learning,6.7
INT_1337,Data Visualization,6.7
INT_1337,System Design,8.5
INT_1337,Frontend Basics (React),8.5
INT_1337,Statistics & Probability,6.7
INT_1337,NLP & Text Analytics,6.7
INT_1337,A/B Testing & Experimentation,6.7
INT_1337,Git & Version Control,6.7
INT_1337,Business Intelligence & BI Tools,6.7
INT_1338,Cloud Computing (AWS),8.5
INT_1338,Docker & Kubernetes,6.3
INT_1338,Cybersecurity Essentials,8.5
INT_1338,System Design,8.5
INT_1338,MLOps Pipelines,6.3
INT_1339,Python Fundamentals,8.5
INT_1339,SQL & Databases,5.7
INT_1339,Cloud Computing (AWS),8.5
INT_1339,Docker & Kubernetes,5.7
INT_1339,Cybersecurity Essentials,5.7
INT_1339,Data Wrangling & Pandas,5.7
INT_1339,APIs & Microservices,8.5
INT_1340,SQL & Databases,8.5
INT_1340,Data Visualization,8.5
INT_1340,NLP & Text Analytics,6.3
INT_1340,Data Wrangling & Pandas,6.3
INT_1340,APIs & Microservices,6.3
INT_1340,Business Intelligence & BI Tools,8.5
INT_1341,Cloud Computing (AWS),8.5
INT_1341,Docker & Kubernetes,8.5
INT_1341,Cybersecurity Essentials,8.5
INT_1341,System Design,6.4
INT_1341,MLOps Pipelines,6.4
INT_1341,APIs & Microservices,6.4
INT_1342,SQL & Databases,8.5
INT_1342,Machine Learning Basics,5.2
INT_1342,Deep Learning,5.2
INT_1342,Data Visualization,5.2
INT_1342,Statistics & Probability,8.5
INT_1342,NLP & Text Analytics,5.2
INT_1342,A/B Testing & Experimentation,5.2
INT_1342,Data Wrangling & Pandas,5.2
INT_1342,APIs & Microservices,5.2
INT_1342,Time Series Analysis,5.2
INT_1342,Business Intelligence & BI Tools,8.5
INT_1343,System Design,8.5
INT_1343,MLOps Pipelines,8.5
INT_1343,Git & Version Control,8.5
INT_1343,APIs & Microservices,7.4
INT_1344,Python Fundamentals,7.4
INT_1344,SQL & Databases,7.4
INT_1344,Cloud Computing (AWS),7.4
INT_1344,Docker & Kubernetes,8.5
INT_1344,System Design,8.5
INT_1344,Frontend Basics (React),7.4
INT_1344,A/B Testing & Experimentation,7.4
INT_1344,Data Wrangling & Pandas,8.5
INT_1344,Git & Version Control,7.4
INT_1344,APIs & Microservices,7.4
INT_1345,Python Fundamentals,7.2
INT_1345,Cloud Computing (AWS),8.5
INT_1345,Docker & Kubernetes,8.5
INT_1345,Cybersecurity Essentials,7.2
INT_1345,System Design,7.2
INT_1345,Frontend Basics (React),7.2
INT_1345,A/B Testing & Experimentation,7.2
INT_1345,Git & Version Control,8.5
INT_1345,APIs & Microservices,7.2
INT_1345,Time Series Analysis,7.2
INT_1346,Cloud Computing (AWS),8.5
INT_1346,Docker & Kubernetes,8.5
INT_1346,System Design,8.5
INT_1347,Python Fundamentals,6.5
INT_1347,SQL & Databases,6.5
INT_1347,Docker & Kubernetes,8.5
INT_1347,System Design,8.5
INT_1347,MLOps Pipelines,6.5
INT_1347,Data Wrangling & Pandas,6.5
INT_1347,Git & Version Control,6.5
INT_1347,Business Intelligence & BI Tools,8.5
INT_1348,SQL & Databases,6.3
INT_1348,Data Visualization,8.5
INT_1348,Cybersecurity Essentials,6.3
INT_1348,Frontend Basics (React),8.5
INT_1348,Git & Version Control,8.5
INT_1348,APIs & Microservices,6.3
INT_1348,Business Intelligence & BI Tools,6.3
INT_1349,SQL & Databases,6.1
INT_1349,Machine Learning Basics,8.5
INT_1349,Data Visualization,6.1
INT_1349,Cybersecurity Essentials,6.1
INT_1349,Statistics & Probability,6.1
INT_1349,NLP & Text Analytics,8.5
INT_1349,A/B Testing & Experimentation,6.1
INT_1349,Time Series Analysis,8.5
INT_1349,Business Intelligence & BI Tools,6.1
INT_1350,Machine Learning Basics,6.1
INT_1350,Cloud Computing (AWS),8.5
INT_1350,Docker & Kubernetes,8.5
INT_1350,Statistics & Probability,8.5
INT_1350,Git & Version Control,6.1
INT_1351,Python Fundamentals,8.5
INT_1351,SQL & Databases,7.2
INT_1351,Cloud Computing (AWS),8.5
INT_1351,Docker & Kubernetes,8.5
INT_1351,Cybersecurity Essentials,7.2
INT_1351,System Design,7.2
INT_1351,MLOps Pipelines,7.2
INT_1351,Git & Version Control,7.2
INT_1351,APIs & Microservices,7.2
INT_1352,Python Fundamentals,7.0
INT_1352,SQL & Databases,8.5
INT_1352,System Design,8.5
INT_1352,Git & Version Control,8.5
INT_1352,APIs & Microservices,7.0
INT_1353,Python Fundamentals,5.6
INT_1353,SQL & Databases,8.5
INT_1353,Cloud Computing (AWS),5.6
INT_1353,Docker & Kubernetes,8.5
INT_1353,System Design,8.5
INT_1353,Statistics & Probability,5.6
INT_1353,Data Wrangling & Pandas,5.6
INT_1353,Git & Version Control,5.6
